Rating,Comment
4,"The Coffee Shack is one of the lesser known, but cozy places in BSK 3rd Stage. It's located just a few hundred meters from PESIT on Outer Ring Road.? Standout Features of The Coffee Shack:??Nice ambience??Not too crowded??Good pricingThe food is quite good and service is very good. Since it's not too crowded, this is a good place to catch up with friends for a long conversation.I've been here on multiple occasions and haven't been disappointed any time. Some dishes need to - of course improve, for example the Nachos which are served with cheesy sauce all over - making it completely soggy.Star Factor:Ambience: ????Service: ????1/2Food: ???1/2Quality: ???1/2Presentation: ????"
2,"Though the presentation of the place and food looked good, nothing that i ordered tasted good here. For starters, though the name says Coffee Shack, there is hardly any coffee options. The masala tea was machine brewed, the hot chocolate tasted like watery bournvita milk amd the garlic bread was very salty.The management has to put in extra efforts to deliver good food."
4,"Cozy place with good varieties. Been for a weekend brunch. Thoroughly enjoyed all the dishes. Masala Maggie, scrambled eggs, pasta all were up to the mark. Quite highly priced though."
5,"The food was amazing, the chicken barbecue literally gave me a foodgasm, the nachos were also good, the chicken and spaghetti was yummy.The desserts might need a little bit more attention especially their choco fantasy brownie(it was a bit overpriced) but otherwise it was a memorable experience."
4,"I had read good reviews about this place, so we decided to try it out yesterday.My order-1. JalapeÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌâå±o cheese balls-Yummmyyyyy. And good quantity for 2 people too.Very good cheese filling on the inside and crispyness on the outside.A must-try starter.2. Veg Alfredo Pasta-The sauce smelled incredible, and the pasta tasted even better. Everything was cooked to perfection, with right amount of cheese and vegetables.My favorite dish of my order.3. Virgin Mojito-Refreshing drink.4. Smokey Chicken Burger-It tasted good, but not great. The patty couldÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâve had little less meat. IÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâd rate it 7/10.Overall, the place had ample seating area, and courteous staff.I had a great time here, and IÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâd recommend it to all. ??"
3,"Cozy and comfy place located in hoskerehalli near banashankari 2nd stage. Easily identifiable as it is located in the busy main road.Food:1)veg paneer pizza which is of thin crust. Tasted very dry and wasn't hot.2)twistato was tasteful. Where two pieces are served in a plate with tomato and mayo sauce.3)virgin mojito was refreshing in the end.Service:Was quiet quick and staff people were friendly.Ambience: Outdoor seating available with plants around you. But it seemed to be like a smoking zone.When you enter inside,it's quiet spacious with many seatings and books around you with all photos on the walls related to food.There is one more section if you go inside,where screening is available."
4,"It's one of the few good Cafe's in Banshakari.If you wanna just chill and play some board game with your friends,this is literally your go to place?The food is amazing too(savoury crepes are must try)Coming to the ambience,it has really good interiors and very very calm place to study too!The staff is very friendly and the service is good"
4,"Nice place for coffee and just chilling out with friends. The price is justified for the quantity and quality of food. We tried Caramel latte, naughty choco jar and nutella banana shake."
4,"Visited this place on a Friday evening...very relaxing ambience for both smokers and non-smokers with various board games. Had ordered corn cheese balls, garlic bread ,green apple juice ,spinach corn savory crepes, french ratatouille with rice. All the food delivered were hot and yummy. You can take one corner in restaurant and enjoy food with uno..ludo ..chess .. snake ladder. Overall a weekend well started ."
4,"A cosy walk in into a enjoyable time with amazing food. It's on the main road and is not difficult to spot.They don't delay in serving except for first 10 minutes then u get food all at a shot (uncool, Caz we asked them to serve our later) but we forgot everything once our buds touched the feast.The really cheesy fries, Aribiatta pasta, and the sandwich, were AAmazingg. The food here is not disappointing, n you find good variety.Not over priced either, since it's a new opening.They have a separate area for smoking, normal dining and an air conditioned room, choice is yours.Peaceful for business talks or studies.Food - 4.5/5Ambience - 4/5Price - 4.5/5Service - 3.5/5Recommended for any meal, peaceful and in budget food."
2,"The tea was amazing...damn i was literally surprised by the flavour of tea, the tea i felt was prepared individually with optimum tea leaves not like the other local teas i have tatsted with heavy tea leaves which usually left me with a sore stomach after that and then the lemon grass punch was refreshing, the worst part was it's pancakes, first of all the size will disappoint you and if it's full for your stomach then the price will disappoint for sure the reason was that the pancakes were too hard and it didn't even feel buttered so on a whole pancake was literally a disappointment for me.Now i would like to add something, going by this lemongrass flavoured tea now i would literally like to have green tea or chamomile tea prepared from your kitchen, thank you ? looking forward for your chamomile tea first."
4,Nice placeuÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌâå?jjjjjjjjjjjjjjjjjj ujjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjnnnjjnnnjnjnnj
3,tea had become Cold
4.5,It was simply yum! I ordered it being lazy to get up for breakfast. Didn't expect it to be good. The delivery was fast and the taste made my day.
5,This is a cute small place serving good food at a very reasonable price. My all time favourite is their paneer satay. The quantity is too too much but i am defintnot complaining!!????
4,"Amazing place for North Indian food specially punjabi food .Although not very spacious and clean but the food here is really good .I ordered for paratha thali and it had two tandoori aloo parathas with black Channa, pickle and Raitha and everything tasted good :"
4,Nice place to enjoy authentic Punjabi meal. They have nice dishes of Punjabi and even it somewhere match the taste of Punjab also ...good staff service and budget price
4,What do we say about paneer satay! They are the best thing you will ever have in your day!Their thali is filling and the service is too good. The place is small and cozy. Paneer dishes and the jain dishes steal the show here!Great Work Team!
4,"Visited this place today for a quick lunch while shopping at Gandhi Bazar. The ambience is amazing and we chose a seating area next to the French window. I ordered the Amritsari kulcha thali going by the waitstaff's suggestion. Asked him to add butter cubes to the kulcha as it's yum to have them moist. It was served with chole, thick curd, onions, pickle, lemon slices and mint chutney. It was so filling and I had to order a sweet lime soda to digest all of that :D I'm skipping Dinner for sure! Must visit place for a good Punjabi cuisine experience."
5,"Brilliant sweets, samosa and kachori made the authentic north Indian way. You cannot go wrong with the snacks here. The chutney is also superb. We ate one of everything and the bill was minimal. Really need to find a place like this in North Bangalore, so if you know of one, please comment and let me know!"
4,"Poonam sweets is famous for kachori, jalebi and other sweets it is one of the famous sweet shops in BDA complex I have been visiting here for 5 years"
4,"Located inside BDA Complex in BSK, Poonam Sweets has for long been renowned for their delightful Samosa, Kachori, Dhokla, Jalebi, Basundi, Badam Milk and other sweets.Most of these are made multiple times in a day, you'll be able to get freshly made, piping hot savories if you wait for a few minutes as most batches get immediately sold out during the evenings.Prices are extremely affordable and taste is excellent. They could improve upon the hygiene though. Do give this place a try when you're in BSK."
3,"Food - 3/5Ambience - 2/5Service - 3/5Must Try - Jalebi.Clue - Tasty and popular as no other in Banashankari vicinity. Although it is a value for money, maybe quality and cleanliness can definitely be raised up."
5,"Best place in South bangalore for amazing kachori,samosa,Randi,jalebi,dhokla and what not! The freshly made super hot savouries will make you go Gaga! I can have them at any time of the day and never get bored! Do rush to this place right away if you haven't visited it yet!"
4,"The best cake I have ever had, they make it fresh we just need to order it 1 hour early but it is a bit soggy though because they cool it as soon as it comes out of the oven."
5,prompt delivery
5,"Mouth watering Mysore pak is the best followed by kaju katli, kalakand,radagulla ,goolab jamoon ,ghee jalebi,dry fruits ....worth every rupee"
4,excellent service
1,"I receive spoiled sweet and I will never buy any thing again, I am waiting to return the box, this online kanti sweet is wrost and they are spoiling the brand name."
1,Sweet quality not good
1,Very bad customer service. Not accepting swiggy order saying they have 50 customers in line. They don't want to even talk to the customer and say sorry to have the order cancelled.
5,Great taste and hygiene food.loved the mini rasagullas and kaju sweets.....would definitely recommend to everyone...... overall a nice experience
1,"#Zomoto still failed to keep there standards and delay in live chat, after making online payment immediately order confirmed by restaurant #kantisweets without seeing stocks are available or not. Seriously they fucked me you by responding me after 1.30hr by saying items are not available and cancelled order."
2,"Guys don't ever try their Bombay Halwa. It's highly elastic/ rubbery, they charged me 58 Rs for 2 pcs. It really sucks..I have called up the store and unfortunately, they say it's their speciality."
3,always they replace the items. this time I got same items twice.
1,Mixture quality was very bad. I think it's old stock. It smells bad. I had to throw in dust bin. It's waste of money. If I eat stomach will upset. Be careful these people are selling bad quality if order online. Don't support this kind of business.
3,Whenever we order through online the Snacks it will take the order but after they will confirming no snacks are not available. It's so disappointed
4,"Kanti is my go to sweet shop most of the times. Taste & quality is their trademark. However they sometimes miss to fulfill the deliveries. I wish them not to forget the online customers, if they want to lead in the market."
5,fast delivery
1,I didn't get the food what I ordered.
4,"Kanti sweets is quite famous shop.They offer variety of sweets.I Had ordered mini rasgulla, mini jamoon and benne murukku from this outlet.Jamoon was excellent and rasgulla was ok. Benne murukku was the best among the three.Definitely looking forward to order more items fill here."
5,es
4,very good.
3,Jaju barfi v.good and badam halva was Okay. Dry fruit mixture and Benne muruk was not good. ot was oily.
3,its nt made of ghee
5,gud
5,Excellent quality. Great Taste. Timely service.
4,"I love Special Mysore Pak, Malai Cham Cham and Kaju Barfi the most at Kanti Sweets. Snacks also are very delightful to taste, especially their Samosa and Kachori.However Kanti Sweets is somewhat over priced."
3,over sweet
5,good for sweets
4,"good taste,nice one."
1,horrible kachori don't promote these kind of resturant
5,"RATED Great, the delivery was right on time mentioned.look forward for ordering more. Thank you!"
1,ok
3,"somasa is not good very bad..., but horlicks burfi is good"
2,soan papdi was not great
2,"i have ordered dry fruits combo, but the shop person called me and told that that item is not available then he replaced that item with another sweet, but the amount is not equal to the previous amount. this time worst service by that kanti sweets. ?????"
4,good service
5,very fast and on time .. I loved it . thanks for the service
5,kanti sweets are awesome ?
5,ok
5,really good
5,great service as always
3,we are not getting much options to select sweets
5,nice sweet
5,good teast
5,thanks
5,Always the best
3,peda was salty not good
5,awsm
5,Tumhe toh mai kya khau bhot acchi sweet banate ho maza aa gya
5,nice service provided
4,Delicious sweets
5,good services
5,very fast delivery .
5,Great service
5,Excellent service with taste
4,sweets are fresh and yummy. Not satisfied with badam halwa
5,tasty food
5,Kaaju katli is just awesome. And the best place to purchase Bengali sweets.. and rasmali sweet available here is amazing... Must try sweets are here
4,Located on a busy four way road of Srinivasanagar..this establishment is a sole provider of good quality sweets. I love the angoori gulab jamoon and angoori petha. Petha is the best one of all sweets.Quality: 4/5Location: 4/5Variety of sweets: 4/5Staff mannerism: 5/5
3.5,Its close by and one of the big names in the sweet mart industry. Smallish outlet. Good for the odd Kachori craving. Sweets are good too Kaju roll and sohan halwa. They make a decent bhel puri too.
4,"Love this place for delicious sweets. I am fond of sweets, a natural feature for a north Indian :)You get some good tasty sweets, but range of items is not so great. I wish they get more items on their shelves."
5,I love Kanti sweets:-) its best is Khaju barfi
4,"Polar bear! Death by chocolate. That just pop's up in my mind when I hear polar bear. But this time I ended up not eating death by chocolate and everything else. The person serving here was really nice and polite that he let me taste all the flavours. Woah! Such a flavour blast!! Pretty Nice ambiance, which was hygienic too. Well maintained."
2.5,"Had been to grab a quick dessert but was disappointed ? with taste and quantity. We had ordered for Chocolate fudge which went for a toss. Did not enjoy really the taste was not good. The ice cream melted in just two minutes and we had been here on a chilly evening. also we ordered Coke Float, which actually was not more than three sips. What we paid was not worth it . Can tell that the Polar Bear is not maintaining the taste consistently."
2,"Pretty disappointed with the ice cream which was delivered.I had ordered for a hot chocolate fudge sundae but instead all I got was butterscotch with a bit of chocolate syrup. To add to it, the ice cream was melted and also of small quantity. My first experience from this place wasn't a good one."
3,"The usual small place, with good tasting ice cream.it looks really dirty almost all the time I have visited it n it's really off putting. I hope they tidy up soon. r I'm not going!"
1,"I dont know if anyone has experienced this but I took Moti-chur Pak/Burfi to mangalore and handed it over to my relatives. They ate it the next day. So 2 elapsed days from me buying to the consumption. They said 2-3 pieces were spoiled. I had also taken Kaju Katli and some roasted almond and channa burfi (which was quite good and different), luckily these turned out to be ok. Sometime back I had taken some of these sweets on a trip to Ireland and again within the span of 2 days I found they were changing taste.My assumption was that quite a lot of people frequent this shop and hence there wont be any stale sweets - but these experiences I have had are turning out to be the contrary. Shame on you guys."
4.5,"Very clean and neat place. The food is stored and served in hygenic environment and staff are well trained as well.The taste of sweets are really good and they maintain the same standards across the stores.They do serve chaats here at Bsk but they are generally quite sweet as well.Love the Dhai balla , katori chat and Dhai Puri.Priced slightly higher than your avg sweet shop the quality and taste justifies the pricing.Sweets like Kaju Katli are priced about 930/kg.Packing is premium as well.Good sweets , clean ambience and good service."
1,"Went to this shop in the afternoon around 1:40 and could immediately see flies in the first section of sweets as soon as you enter. Then I realized there was a dead fly in the motichoor ladoo and took a picture which I have uploaded. When I told the staff about it, he just threw that piece away! I don't think I would ever risk buying sweets from this place ever!!!"
3.5,"The sweets are pretty good here, If not the best.The shop looks Hygienic & cool.The chats were not that great.Overall, The shop is on the right path."
5,This place has always been a heaven for sweet lovers. They are the best north indian sweet makers. Have an excellent variety of sweets. They are always fresh and if case they are spoiled for some reason the store will not sell it. Quality is assured. A must recommended place
3.5,"Anand Sweets is a well known name in Bangalore. Lots of sweets and snacks. Really nice taste, hygienic and premium verities. Rasmali is a must have. Their Dhoklas are also very nice."
3.5,"The quality of sweets is very good. However most of the items are over priced. Love the Kachoris, the chaats, and dhokla here. The rasmalai is good too. The Kachori chaat with added dahi is one of the best items I have had here.They refuse to give dahi with the plain kachori insisting that dahi comes only with the chaat items. I wish they serve kachoris with optional curd and not only with chutneys."
3.5,"I go very often to Anand Sweets, since there are very good sweet shops around this vicinity. However, some of the sweets are unmatchable over here. I usually prefer going to Anand Sweets for some special occasions at home. The Anand Sweets near BDA Complex is well maintained with good dÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌâå©cor. I just love their Chaats like Samosa Chat, Dahi Puri and Bhel Puri because of typical north indian flavor. Prices are higher end and may be double compare to other sweet shops. I will recommend this place!bangaloreepicure.com"
4,Always loves Anand Sweets.Took Motichor laddoo and Mixture.Tried other sweets from other outlets. Taste is very good.Both were very good.Cost is reasonable.Nice packing.Service is also good.
3,"Sweets are costly , the staff are lazy , but very nice for evening snacks mixed variety of dishes are available please do not go on odd times ."
3.5,Another nice Sweets and Chats place. But with something new to offer..  Has slightly authentic Delhi chat flavours to it..The sweet gullas are also decent.. Another favourite of my kids..
4,"Super excited to have the delicious varieties of chaats,sweets and namkeen now available in banshankri, just opposite BDA complex(on the same road as gelato/polar bear/itsy bitsy). My personal favourite would be the lassi,badam milk,rasmalai ,rasgulla, papdi chaat, dahi bhalla, dahi puri and almost all the other Bengali sweets. Absolutely delicious!Cons: there is no place to sit at all. You'd have to eat your chaat standing. More suitable for takeaways."
4,"""Sweets"" everyone's favourite!!! Just don't feel like getting out of this place cuz everything looks so delicious! Tried almost every sweet here, motichoor laddu stands at the peak, it almost melts as soon as one puts it in the mouth! Rasgullas and jamoons are to die for!"
3.5,"They closed down the first floor service section... I really loved the chole batura...n the badam,milkHopefully they start all their food items service all over again"
4,Very gud taste..service is gud...nice place to hangout...
4,"Good place, really nice overall. Good ice cream and amazing toppings (which are of your choice) they charge you by the weight of the ice cream you've taken. Will visit again soon."
4.5,"I have visited this place many times and is frequent hangout place. They have got lots of varieties in their menu and serve quickly when order is given. From juices to ice creams sundaes, they have everything which includes different energetic drinks and also caters to the needs of health conscious people."
3.5,"Good place for fresh fruit juice and some shakes and ice creams too. We tried their gadbad, death by chocolate and watermelon juice. All good. Not a place for those looking for ambience and seating. Quick grab and go type of place."
3.5,"All the juices here taste fresh, & The Ice creams are SUPER CHEAP & great for that price.Seating area is pretty Bad, But if you don't have a problem with sitting on stools,It won't be a problem.Service is fast ,But avoid the sandwiches here."
4.5,Amazing place to have lassis. Best in town maybe. Dry fruit lassi was amazing. Kaju anjeer milkshake was too good. Service was great. Loved this place. :)
4,Taste it n knw it!!!!!! Cool place for gymmers... dry fuit n pista banana milkshakes r outstanding ones.. everytng here is Good.. dis place is always crowded..
3,Juice park is the most commonly used name for this lassi & Ice cream joint.Folks here are doing a great job by building good rapport with customers and trust me taste is good though.Fresh Fruit juices and Ice creams are really nice with affordable pricing.They have to concentrate bit on hygiene prospect.I use to visit quite often during my bachelor days for Juices & Lassi's.Overall:Quality: 3.25/5Taste: 3/5Service: 3.25/5Hygiene: 2.75/5bangaloreepicure.com
5,nic
5,osm yr
5,good burger and sandwich but French fries was soft
1,Gobi Manchurian is not good
3,Not bad
2,phulka was very bad it tasted like I was eating stone
5,This is a small cafe like place. They serve great burgers and pizzas. Their strawberry milkshake with ice cream ( ask for thick) are simply amazing. Also their burgers are extremely affordable and very tasty. I keep visiting this place often for a quick bite.
1,The Brownie was all melted up.
4,potato wedges were bland.
2,gobi wasn't taste at all........some pieces are not boiled well
5,fast-food taste
5,very good
5,Awesome
2,taste was not appropiate
1,The shake was not at all cold. It tasted like bournvita milk. The delivery was 45mins late. It was a terrible mistake ordering food from this restaurant.
4,happy with the service. fries are too salty
4,RATED ok but no so good
1,worst. all items are worst. not at all satisfied. last time ordering here.
5,"Nice & tiny place with sitting next to mane thindi. They have good combination of quick eats with pizza, pasta, chinese, Sandwiches, milkshakes, juices, and ice cream. Pocket friendly. We tried chocolate milk shake, fries, scoop and watermelon huice. All were good. Neat and well presented."
1,not at all good and worthy .
1,The ice cream was not delivered in thermally insulated bag. All the ice cream had melted and was in liquids state
5,super deliver guru
3,The place ambiance is good. Few foods r excellent and few foods like pasta nd pizza they hv to improve the taste. If ur buying chats itÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâs actually very nice here nd felt little budget friendly compared to other places
5,Taste should be really appreciated! Hygienic and unique are the words to express my opinion about CornerStone. one must visit and explore. Really cozy place.
5,"small and cozy placetasty foodgood quantity and rightly pricedtake away is an option if you dislike small eaterygobi manchurianfried rice n noodlesfrenh fries , chats (after 4)n fresh juice are must try quick eats andnot disappointing at all"
5,"Thank you team Floured,for baking the yummy to taste n visually appealing cake at such a short notice!! All loved the cake n we had a memorable half year birthday of our little girl!!!Would keep coming back to you for more!!!"
5,The cakes have the perfect amount of sweet and light. The red velvet cupcakes are just too good and have the best chocolate cakes.Thank you for the wonderful cupcakes and for my birthday cake
5,"To be honest, I feel Floured is really under rated. Their red velvet cake was the best cake that I had ever eaten! So creamy and just one bite of it and you go like ''mmmmmm?"".Very fresh and so beautiful looking too!! Would totally recommend everybody to try them out. Birthday parties, weddings, events or even just to make yourself feel better, these cakes know their way! ?"
5,"My friends surprised me with red velvet cupcakes from these guys and it was amazing, not too sweet, moist and delicious, just how I like it!Thanks for making my day more special guys! Can't wait to try your other delicacies as well!"
5,Neatly done...grt taste...very moist...and most importantly done as it is said...will definetly recommend...eggless baking with a great taste...it is truly baked with love..
5,The best red velvet cupcakes I have ever eaten. Every bite of it just melts in mouth. And the butter cream frosting is delicious. Both in taste and presentation I give them 10 on 10.NO ONE CAN EAT JUST ONE ?
5,Thanks Keshav and Anita for the lovely birthday cake. It was exactly the same as in the pic that I shared. Cake was delivered intact and on time. All at the party enjoyed the velvety cake. My son thought the dinosaur on top is a real toy. I am sure to think of you guys as the first option while ordering cake for all future occassions
5,The best gift for my mum on her birthday.. Yummy cupcakes with a theme that is close to my mum (a home chef) .. The theme was beautifully shown and also tasted very yummy.. They were very punctual with the delivery as well...
5,The cupcakes were really amazing! The themes were so prominent those skills are really appreciated ! Red velvet especially were too good ! Loved them ?
5,One day my wife said we needed to celebrate our daughter's half year birthday- I said Ok...the search was then on for the perfect cake. We came to know of the couple who run this home style bakery from our relative; the community where they stay have 'Floured' as their regular baker for specialty cakes. They delivered us a red velvet cake with vanilla butter icing with a cute sculpture on top. The cake was moist and the icing made with real butter. It was so good that we saved the leftover for ourselves rather than sharing it with others (which was the actual plan).  It is undoubtedly one of the best I have had till now. A big heartfelt thanks to Anitha and Keshav for the special cake for the special occasion.
4,"When I was looking up for some homemade innovate cakes for my brothers birthday. I found this page on Facebook, I was take by surprise to see cakes which had intricate decorations but made to perfection.It is run by Anitha and Keshav. It's been 8 months and almost for every birthday and marriage of my family I have ordered cakes from here. I have been impressed with the designs and taste.The best cake so far has been chocolate cake with vanilla cream. If you want go with less sugar for cakes or icing/cream they will do it as per requirement. They even delivery it to the required place. Even though it is little costly but surely it is worth every penny.Surely one should order from here."
5,"I ordered a customized vanilla cake with chocolate buttercream for my fiance who lives in Bangalore. Since I don't live in Bangalore, I opted to go through zomato for a decent bakery to get the cake delivered. I was worried how it would turn out to be and whether it would be delivered in midnight or not but keshav and anitha did a fab job. The cake turned out to be exactly like I wanted and was delivered right on time. My fiance loved the cake which had a human topper with a video game console and beer bottles since he is a big video game buff and said it was delicious. Very happy to choose floured. Thanks for the experience keshav and anitha!"
5,"The cake looked beautiful. It was exactly how I wanted it! The cake was very creamy and soft.I loved the flavours- it wasnÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåât too sweet like many cakes, it was a perfect balance.All in all, one of the best cakes IÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâÌÄåÄÌÄåâve had."
5,"I ordered for a chocolate cake with chocolate ganache filling and topped chocolate buttercream..thats the most amount of chocolate anyone could think of.f.. to top it up the cakee was decorated with rochers and kitkat. The cake was not over poweringly sweet, which is every chocolate lovers paradise. The balance of the buttercream and ganache was perfect. Each layer had its own flavour, which struck chords to the most delightful taste. Thank you Floured for customising the order, having a professional approach and delivering the cake on time. My favourite would still be the dulce le leche brownies with walnuts. This was truely orgasmic as my friend called it.. its nothing like ibhave ever had before ... every bite, left you wanting for more. A must try for all the chocolate lovers."
5,Awesome Cupcakes.... Were a star fr my day... A true icing on the cake!! They were indeed baked wid love! Baked to perfection! Loved them @Brahm Jyot SinGh
5,Thank you so much floured bake for the wonderful cupcakes ? it was too yummy and couldn't stop licking my fingers ?. You follow exact time management too . All the best ?
5,"Despite knowing Anitha for many years now, I had never tasted her dulce de leche brownies until recently. And boy, am I cross about it! These little brown wonders are easily the tastiest ones I have ever had. They are oh-so-soft, melt in your mouth, and are utterly delicious. So much so, that the dessert vanished from the lunch table much sooner than our mains. If you thought no one can eat just one applies only to your favourite bag of chips, wait until you bite into one of these! A must try for everyone who love their sweet nothings :)"
5,"Working with Anita has always been seamless, especially since i dont live in the country. I had first ordered a red velvet cake for my mom's birthday. My entire family loved the cake. The way it looked and the taste of it.So second time around for my parents 40th wedding anniversary, I decided to go to her again. She was very accommodating (considering my mom is a tad bit picky :) ) and gave the right suggestions to make the perfect cake. The cake looked absolutely gorgeous. I got a vanilla cake with a layer of vanilla icing and chocolate ganache layers in between topped with vanilla icing. My parents loved it. It looked so delicious as well."
5,"We are so glad that we chose Floured to make Customized Cupcakes for our son's bday. They were an instant hit!!! They looked n tasted equally good.Keshav/Anita, really appreciate all your efforts in arranging the toppers(as requested) and delivering on time (as the Venue was far from the city).Looking forward for more yumminess!!!"
5,Life is something to be celebrated every moment but then we would go bankrupt and hence there are celebrations that happen every now and then! And that's where Floured has played an important role in our life by making it more splendid than it is already. I have been ordering cakes from Floured from past 2 years and I am more than happy to say that the level of creativity and the deliciousness always amazed me! My nephew is also a big fan of the cake Aunty and always insists to get something from floured - this time it was mesmerising set of cup cakes !If you are looking for celebrations that remain permanently etched in your memories - you have stopped by the right place :)
5,"I have had cookies, red velvet cupcakes and pastries. All are awesomely yummy and tasty. Try once and you will ask for more and more. GO FOR IT PEOPLE !!!"
5,"the brownies and the red velvet cupcakes , these two are awesomely delicious and i order when they are coming down to Mangalore.. also not to forget the yummy plum cake during christmas.. you got to try it .."
5,Ordered a red velvet cake for my uncle on his 50th birthday & a lemon flavoured cake for my son's birthday & all of us loved it! Their lemon cake is d best lemon cake I've eaten till date!!!!The texture & the color of the cakes were too good. The toppers were excellent. Appreciate the creativity & efforts taken by them to depict even the minute details of the toppers. Would love to order from floured again.
5,"The Dulche de leche brownies, DDLB are to die for! Go get a grab if you haven't yet, you can thank me later!Sitting in Mumbai I get them delivered here with the first person I now travelling and you can never go wrong!Waiting for them to open up a branch in Mumbai!!Good luck, you guys rock!"
5,"The cakes that Floured makes are yummy. One of those rare bakers who use good quality ingredients, ensure rich taste and score full points on presentation too. You can have your cake customised for any occasion. If you get the chance, ask for their brownies and red velvet cupcakes. Once you get a taste of Floured, you ain't going elsewhere."
4,"Very different from the other outlets I'd been to as they serve variety of snacks and juices alongside ice cream. Located in BSK 2nd stage and having many colleges nearby, its a hub for students and the prices are pocket friendly. The rolls and juice were good here but the Burger could've been a little better. They have good value for money. All this makes up for the very limited seating.Looking forward to visit again."
1.5,A big no no.Place not hygiene.Pizza cannot have enough.Sandwich is the reason I gave 0.5 more than 1.0Half of cola was wasted because of vanila icecream in coke!
3.5,"This place is a small joint offering variety of Arun ice creams, pizzas, sandwiches and fruit juices. The pizzas are quite okay and the sandwiches are good to taste. The ambiance is average as it is disturbing with the vehicle noise in the road but other than this, the place is good for a quick snack bite."
3,"A newly opened joint, serves nice ice creams at decent prices with multiple options. This joint is located in Bank Colony Circle, much needed for the locality.We cannot match the ice creams here with other popular shops but good enough for the pricing.Folks here should concentrate on service part, since they are slow although emptied.Never disappointed during my previous visits!Overall,Taste: 3.5/5Service: 2.5/5Quality: 3/5VFM: 3/5bangaloreepicure.com"
3.5,"Small but compact and nicely arranged tables. A good place to cool down in the summer. Might be slightly expensive, but taste's good. Worth a try."
3.5,"Unexpectedly I visited this place. Its next to bank colony bus stop. Ice cream parlur is small but variety of ice creams and milk shakes available here. When I visited I confused what needs to take but staff itself suggested me to try some varieties. First I tasted Gulkand tornado It was awesome taste, who likes more sweet must have to try this ice cream. Later I tasted Litchi and strawberry tornado this also very nice. I tried chocolate milk shake it was also very good. May be weekends crowded, but when  I visited shop not much crowd was there. Service also very fast no need to wait. Totally it was nice experience."
4,"Located at a prime place. Serves tasty ice cream with a budget price. They offer varieties of cone, cup. I liked the chocolate tornado very much. Taste is worth the money paid."
4,"The was a part of the Krishna Bhavan earlier and served parathas and chats as well.They have moved out now into a separate sweet meat stall with sweets and savouries.We took Mysore pak, kalakand and dum rot for take away. They were packed beautifully. Mysore pak was so good. The kalakand was okayish and hence the four star.Otherwise, perfect place for all sweet desires. They have such a huge variety in the sweet section."
4,"Among all the food related options available in Bengaluru, for the sweets, and in particular for Mysore Pak, this was the place recommended to me by a few people. So I just went there to see if for myself; and as I haven't been into Mysore Pak much so I tried Jalebis and Pani Puris there instead and they were tasty as well. I would especially mention the honey clad & stuffed Jalebis, something which I hadn't tasted before. And it tasted pretty damn good! I was definitely impressed."
4,"Have been here a lot of times.. have had dhokla, badam milk and more. The only confusion is in the name meat.. I know it stands for mittai but come on. It's not meat as in non-vegetarian meat. Overall its worth going."
3,It was good place. But they had no table set up. And as usual baskin ribbons chocolate ice cream brought smile on my face. As a chocoholic I prefer chocolate ice cream from favorite
3.5,We've got Three cheers chocolate ice cream and pralines & cream ice cream. Both tasted good but the chocolate ice cream had tasted like a regular chocolate one. And the ambience needs to be improved a bit.
4,"This is one of the 'better' Baskin Robbins stores in Bangalore! Strategically located at a corner, they even have tables (which is a rarity for Baskin Robbins parlours). The seating is comfortable, although it can get a bit crowded on weekends.These are my picks - Banana Strawberry, Cotton Candy, Chocolate Mousse Royale, Mississippi Mud, Bavarian Chocolate, Mint Milk and their new ice cream cake. I wouldn't recommend their sundaes, though. They aren't appealing, and are overpriced.In general the prices are slightly on the higher side. But considering the quality, I suppose the prices are justified!Food - 4/5Ambiance - 4/5Service - 3.5/5Value for money - 3/5Hygiene - 4.5/5Overall - 4/5"
3,Tiny place. No AC.Staff were okayish. The icecreams were great as usual. Delivery was quick and the place seemed a little dull... Could spice it up with some music and interiors. Overall it was fine.
4.5,Small and tiny place having only three tables.. But the taste was awesome and sticky to tongue.. Best place to hangout with friends.. Value for money and wide range of varieties..
5,"Oldest and the beat bakery as my friend told: VERY TRUE. From butter murgu to capsicum puff, it is too good. Heard they have renovated recently, it is no mess, it's cool. But Sunday is holiday. So, plan and go."
